,Noise Type,PSNR_noisy,PSNR_denoisy,SSIM_noisy,SSIM_denoisy,CW-SSIM_noisy,CW-SSIM_denoisy,unique_noisy,unique_denoisy,ms_unique_noisy,ms_unique_denoisy,csv_noisy,csv_denoisy,summer_noisy,summer_denoisy
0,Contrast Adjusted,27.953763205569743,33.943614779630565,0.803499222443274,0.9173242247250286,0.9540755452419032,0.9173242247250286,0.8764658115856429,0.8994652212452545,0.8941356485648629,0.9208832100987281,0.9781958862556122,0.9781491218778009,3.344733430140092,4.48688241738665
1,Contrast Adjusted,28.550408440873966,43.071962560525,0.919771090275184,0.9975034081966287,0.926084844007856,0.9975034081966287,0.940067444629695,0.9890018369131217,0.9369005617280438,0.986104151663595,0.9830345691693616,0.9934950054903711,2.92643981996072,4.563612160812306
2,Contrast Adjusted,27.925830729045256,37.70670748571324,0.8824666130516773,0.967016515863348,0.9303056840123061,0.967016515863348,0.895083111810905,0.9009546200916569,0.8818414681458567,0.8961207928736648,0.9777527751696449,0.98349652864801,2.8801799828546573,4.240130803090581
3,Contrast Adjusted,28.12900612772523,34.80827491222418,0.8127082939172546,0.9651315317189585,0.9404648117771393,0.9651315317189585,0.8865707353497154,0.9185569992254602,0.8701001795980895,0.9106058842781856,0.9746040909382505,0.9821523136260368,2.892172488932948,3.9967285101108123
4,Contrast Adjusted,28.092817696411384,41.742676533581644,0.9017936224747095,0.9933758288812675,0.9242901952943976,0.9933758288812675,0.93755158390759,0.977525034909711,0.9252371052433284,0.9687414743568924,0.9815554600017657,0.9912128028991612,2.6411005148218027,4.402544432195714
5,Contrast Adjusted,27.768569254368177,45.07416528478343,0.9306172199619935,0.9974977436823933,0.9262508192588689,0.9974977436823933,0.9415558211722928,0.9891419671508247,0.9232559046298998,0.9833496152090081,0.982820049906207,0.991328825665858,2.7029021028135842,4.527341572961751
6,Contrast Adjusted,27.98151664168858,32.75143727891827,0.7597794369952917,0.908457576460832,0.9436034965932899,0.908457576460832,0.8573239205313212,0.8349986864261236,0.8708307080677603,0.8631017618876091,0.9742339135492717,0.9775004566813211,3.065864316183324,4.061784688337004
7,Contrast Adjusted,28.195500869752724,43.52568007067973,0.892066201640468,0.9885585451529234,0.9242312851322988,0.9885585451529234,0.9388520735905177,0.9742226784277395,0.9234157597695691,0.9699676207438398,0.9828067802230674,0.9905899191943168,2.734378572126974,4.497723612735013
8,Contrast Adjusted,28.228400927305902,39.94272624637822,0.8486535289905969,0.9786789998697225,0.9315268910249844,0.9786789998697225,0.9302565623383764,0.9584619228034362,0.9120391691801444,0.9513591747298401,0.9782548763942702,0.9866047789118157,2.7615750621473434,4.451829310944804
9,Contrast Adjusted,28.627659682564875,38.77356601536201,0.8716200900013558,0.9822706830647406,0.9251227100282746,0.9822706830647406,0.9093674423101903,0.9574267735160478,0.8933587300594468,0.9558393475361796,0.9793082312990746,0.9857247550283923,2.9425965187245158,4.4535039341715255
